recording_identifier,pednyc_number,scenario_number,median_pedestrian_speed,peak_pedestrian_speed,median_positive_acceleration,median_deceleration_magnitude,low_motion_proportion,stop_start_count,recording_duration,head_rotation_event_count,median_absolute_head_rotation_rate,minimum_pedestrian_vehicle_distance,vehicle_speed_at_movement_onset,vehicle_deceleration_around_movement_onset,median_closing_speed
PedNYC5_scenario15,5,15,0.1378578039098159,1.384886928437958,0.0860445772295456,0.0550422741307126,0.5329436319067105,4.0,41.934326,1.0,21.00642412039327,3.2804646705893683,3.676454158424391,1.0978242368715418,0.0412179430635315
PedNYC5_scenario16,5,16,0.0730548164522813,1.3628122746530342,0.0493008962799669,0.0511361241724071,0.6329441772261251,2.0,31.810028,1.0,14.273172042468309,7.40247193273645,4.533514156237799,0.3080479324841263,0.0763057212582391
PedNYC5_scenario21,5,21,0.0699543110753355,1.4416712310576565,0.050315483801862,0.0402871984287642,0.5270822480966421,0.0,42.112549,2.0,7.06688832428532,3.617658890483664,5.48889846761495,0.3762721358949688,-0.0001903511433848
PedNYC6_scenario7,6,7,0.7369865470839309,1.125792521787858,0.1089837948547523,0.1426149375940101,0.2967827478480435,3.0,36.447998,4.0,9.970890980425626,6.25577639887171,9.128734931074186,-0.542782125724002,0.0021222560029256
PedNYC6_scenario15_CSV_Scenario_Ped_15_Session_temp_2024_03_01_11_47_13_decoded,6,15,0.0824552392316073,0.3425526137933151,0.09494880426776,0.0766679625753263,0.8292993544622558,10.0,20.304932,1.0,15.784055449100338,70.27485170855064,4.0349917712898895e-05,-3.239803924325976e-06,0.0006164071272181
PedNYC6_scenario15_CSV_Scenario_Ped_15_Session_temp_2024_03_01_11_48_06_decoded,6,15,0.0161570678520927,0.2604946968033306,0.0187349718289706,0.0153872930040551,0.95936195531082,17.0,96.42334,0.0,2.747432405568113,70.35328147766356,3.748079947630927e-05,-8.169449568273145e-05,6.867211415813775e-07
PedNYC6_scenario15_CSV_Scenario_Ped_15_Session_temp_2024_03_01_11_52_52_decoded,6,15,0.3517423053783002,0.958382685311134,0.1176292993156234,0.112998310560795,0.2535083712957123,4.0,47.260605,1.0,8.61935611058048,5.458375405091006,5.1791263559002525,-1.0224765104322555,0.0254912525967513
PedNYC6_scenario21_CSV_Scenario_Ped_21_Session_temp_2024_03_01_11_17_48_decoded,6,21,0.0362356928476039,0.2299379634831932,0.0469129305371538,0.0381753298112973,0.972351021110868,5.0,22.350952,0.0,11.675614854536091,44.39905631847834,0.0004775170562456,-6.051804170266144e-05,0.0026477981971682
PedNYC6_scenario21_CSV_Scenario_Ped_21_Session_temp_2024_03_01_11_18_30_decoded,6,21,0.1501378037286706,1.502571437049471,0.0896497272888752,0.0898273288004132,0.4949508195073177,7.0,43.76532,0.0,7.553578566290256,6.479568701535555,3.5731289086593927,0.5329500891959941,0.0186125599896207
PedNYC7_scenario3,7,3,0.5076044784187207,1.4453281434877985,0.1321772693625176,0.1060827147602776,0.2866009854243578,4.0,39.373291,1.0,19.25290279119451,4.927911696424429,5.018167512606096,0.2585076124883909,0.030195236565395
PedNYC7_scenario7,7,7,0.2820219756264721,1.528554991286783,0.1050283156876436,0.1054612523714392,0.4646259178899101,6.0,40.443848,1.0,18.84061511999337,5.409929796866259,5.2444423320161535,0.2242216118857234,0.0890406704947782
PedNYC7_scenario12_CSV_Scenario_Ped_12_Session_temp_2024_03_01_15_26_15_decoded,7,12,0.4902249673491357,1.0094890875734075,0.151894583684636,0.1333798441948651,0.2657140492716099,7.0,38.583801,1.0,22.39746022533896,6.212424799131526,2.6820768195407574,0.5174115101043646,0.0642257783829462
PedNYC7_scenario12_CSV_Scenario_Ped_12_Session_temp_2024_03_01_15_27_41_decoded,7,12,0.5269479577896419,1.550656456591995,0.0797000357530055,0.1142237088846701,0.3843195061071112,7.0,36.145813,1.0,15.566902958807926,12.641512448007006,4.46125404081516,-0.1320883336586572,0.1243875593000088
PedNYC7_scenario15,7,15,0.4541960973134216,1.1238489584746982,0.1094807314667525,0.1042025677737181,0.2854238258149765,2.0,39.747803,1.0,9.935735555382363,3.2614096796202388,2.941319449995503,1.0692870559467982,0.0812466050794363
PedNYC7_scenario16,7,16,0.2853972044368829,1.230307657316966,0.1131151458504606,0.111031744403175,0.3427642383089788,2.0,39.115723,1.0,19.889888112067407,7.387021103089298,0.0004979293725757,-2.635169898546509e-05,0.0906166521530057
