pednyc_number,scenario_number,recording_identifier,source_decoded_csv_path,recording_duration,alignment_event,original_alignment_time,movement_onset_time,number_macro_segments,macro_phase_sequence,macro_phase_durations,total_low_motion_duration,acceleration_event_count,acceleration_event_duration,deceleration_event_count,deceleration_event_duration,pause_count,total_pause_duration,median_pause_duration,stop_start_count,head_rotation_event_count,median_absolute_head_rotation_rate,peak_absolute_head_rotation_rate,median_pedestrian_speed,peak_pedestrian_speed,median_positive_acceleration,median_deceleration_magnitude,low_motion_proportion,minimum_pedestrian_vehicle_distance,vehicle_speed_at_movement_onset,vehicle_deceleration_around_movement_onset,median_closing_speed,event_sequence,processing_status,quality_warnings
2,16,PedNYC2_scenario16,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc2\scenario16\decoded_clean_PedNYC2_scenario16.csv,25.982422,pedestrian_movement_onset,13.389648,13.389648,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:1.408;acceleration:1.935;crossing:13.333;deceleration:7.119;post_motion:2.188,13.347414,3.0,6.014646999999998,2.0,2.960692999999999,4.0,11.535889,1.7839354999999997,2.0,1.0,19.225804958875635,303.75600614723106,0.1498492922231866,1.564219632776703,0.0900000496085428,0.0966764210557914,0.5137093839827558,7.502368308132276,5.160629651657828,0.4123161075042739,0.0535270682236767,head_check -> low_motion -> acceleration -> crossing_commitment -> acceleration -> deceleration -> crossing_commitment -> acceleration -> deceleration -> low_motion,success,
2,21,PedNYC2_scenario21,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc2\scenario21\decoded_clean_PedNYC2_scenario21.csv,30.162354,pedestrian_movement_onset,12.003174,12.003174,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:0.795;acceleration:0.605;crossing:14.261;deceleration:13.771;post_motion:0.731,8.527833000000003,8.0,8.937745999999999,4.0,4.520507000000002,5.0,6.702637,0.690918,4.0,2.0,24.372847360766706,1804.767982171156,0.6255260950538746,1.5273125474896347,0.1599851906631008,0.1252028007242594,0.2827310162860632,5.740543764578511,5.902727086474134,0.3821676636416699,0.0070201882438259,low_motion -> head_check -> low_motion -> acceleration -> low_motion -> deceleration -> low_motion -> acceleration -> low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> low_motion -> crossing_commitment -> deceleration -> head_check,success,
3,3,PedNYC3_scenario3,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc3\scenario3\decoded_clean_PedNYC3_scenario3.csv,36.270142,pedestrian_movement_onset,0.583374,0.583374,4.0,low_motion -> acceleration -> crossing -> deceleration,low_motion:3.524;acceleration:16.696;crossing:0.324;deceleration:15.726,8.675659999999997,8.0,11.228091000000004,3.0,3.324767999999999,9.0,5.857850000000003,0.5483400000000014,7.0,4.0,15.743115333515949,1171.980192996972,0.4189980350339945,1.5086685383911511,0.1813216147375138,0.1647700647915091,0.2391956447261771,2.8828249409005737,0.0005635211343499,0.0004448989412779,0.0148786099832832,head_check -> low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> head_check -> low_motion -> possible_hesitation -> head_check -> low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> possible_yielding -> acceleration -> possible_yielding -> low_motion -> acceleration -> head_check -> acceleration -> crossing_commitment -> deceleration -> acceleration -> deceleration -> low_motion,success,
3,7,PedNYC3_scenario7,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc3\scenario7\decoded_clean_PedNYC3_scenario7.csv,34.963867,pedestrian_movement_onset,11.08374,11.08374,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:0.579;acceleration:3.984;crossing:13.561;deceleration:3.936;post_motion:12.903,8.415040000000001,7.0,10.136352999999996,4.0,4.687622000000008,7.0,6.385375,0.8334960000000002,5.0,2.0,16.50370333124705,399.57479857853775,0.6695356780791231,1.5125817960433072,0.1683575791415466,0.1577309655697693,0.2406781835659082,1.995759130833353,5.002367880812694,0.4006398980251328,0.1023094131647886,head_check -> low_motion -> head_check -> deceleration -> low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> possible_yielding -> acceleration -> crossing_commitment -> low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> crossing_commitment -> acceleration -> deceleration -> crossing_commitment -> deceleration -> low_motion,success,
3,12,PedNYC3_scenario12,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc3\scenario12\decoded_clean_PedNYC3_scenario12.csv,30.502991,pedestrian_movement_onset,17.359253,17.359253,4.0,low_motion -> acceleration -> crossing -> deceleration,low_motion:0.915;acceleration:3.631;crossing:15.937;deceleration:10.020,11.367676,8.0,9.282043,1.0,0.8444220000000016,8.0,8.324158,1.0139159999999996,8.0,1.0,36.2034668197623,379.80701152894886,0.2127500000787957,1.5028542632073736,0.1318294324279275,0.1120055936647877,0.3726741420210234,13.294258192511304,4.657303951843033,0.1076655506325735,0.1421577112242565,low_motion -> acceleration -> low_motion -> acceleration -> possible_hesitation -> low_motion -> head_check -> low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment,success,
3,15,PedNYC3_scenario15,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc3\scenario15\decoded_clean_PedNYC3_scenario15.csv,35.338623,pedestrian_movement_onset,12.611084,12.611084,4.0,low_motion -> acceleration -> crossing -> deceleration,low_motion:2.580;acceleration:14.871;crossing:6.711;deceleration:11.177,13.5448,6.0,8.424197000000003,3.0,3.448852999999996,4.0,11.319335,1.7279660000000003,3.0,1.0,15.272883913595695,2572.5878699351165,0.3069840601086238,1.5266141329610492,0.1098043564989608,0.0864851771655073,0.3832860154171825,3.896886568945405,5.601713910325407,0.2292085847416086,0.0641425773324107,head_check -> low_motion -> possible_hesitation -> low_motion -> acceleration -> crossing_commitment -> acceleration -> deceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> possible_yielding -> crossing_commitment -> possible_yielding -> low_motion -> acceleration -> crossing_commitment -> acceleration -> deceleration -> crossing_commitment -> deceleration,success,
3,16,PedNYC3_scenario16,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc3\scenario16\decoded_clean_PedNYC3_scenario16.csv,30.402832,pedestrian_movement_onset,5.563721,5.563721,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:1.006;acceleration:0.782;crossing:15.051;deceleration:0.184;post_motion:13.380,15.742674000000006,7.0,6.705567000000004,1.0,1.4371340000000004,13.0,11.583619,0.9355469999999996,12.0,2.0,36.549012834483,1780.10529656961,0.1338604103637469,1.0563465901170233,0.1342474187671283,0.128100828268652,0.5178028809947707,7.110074171522477,2.27500481982476,0.3999180133579072,0.1084237144260353,head_check -> low_motion -> acceleration -> low_motion -> acceleration -> low_motion -> acceleration -> crossing_commitment -> possible_hesitation -> low_motion -> head_check -> low_motion -> possible_hesitation -> low_motion -> acceleration -> possible_yielding -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> low_motion,success,
3,21,PedNYC3_scenario21,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc3\scenario21\decoded_clean_PedNYC3_scenario21.csv,42.534241,pedestrian_movement_onset,6.772949,6.772949,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:0.440;acceleration:1.567;crossing:19.723;deceleration:12.529;post_motion:8.274,13.707396999999991,7.0,10.302976,3.0,2.3761600000000005,11.0,9.910523,0.3439329999999998,10.0,1.0,18.366868365887164,1627.2132826336797,0.3087830562802673,1.428675125452903,0.1561321517978023,0.124125032239046,0.322267346912338,3.530301070601744,2.370424578367143,-0.5854578467806939,0.0015211611399181,low_motion -> acceleration -> head_check -> low_motion -> acceleration -> low_motion -> acceleration -> crossing_commitment -> deceleration -> low_motion -> acceleration -> deceleration -> low_motion -> acceleration -> crossing_commitment -> acceleration -> possible_yielding -> crossing_commitment -> possible_yielding -> crossing_commitment -> acceleration -> crossing_commitment -> possible_yielding -> deceleration -> low_motion,success,
4,3,PedNYC4_scenario3,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc4\scenario3\decoded_clean_PedNYC4_scenario3.csv,42.399216,pedestrian_movement_onset,12.834869,12.834869,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:0.760;acceleration:0.586;crossing:19.993;deceleration:14.639;post_motion:6.422,18.111527,5.0,8.833114000000002,3.0,2.996215999999997,6.0,16.229919000000002,1.2223509999999993,4.0,0.0,20.10855226815509,344.5754427104732,0.530242349292863,1.6522181412920545,0.1053039441679911,0.1043271253926843,0.4271665542117571,7.770971245287388,4.000734859009818,-0.8641471500789334,0.0084964104533723,low_motion -> acceleration -> low_motion -> acceleration -> crossing_commitment -> deceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> acceleration -> possible_yielding -> crossing_commitment -> possible_yielding -> crossing_commitment -> deceleration -> low_motion,success,
4,7,PedNYC4_scenario7,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc4\scenario7\decoded_clean_PedNYC4_scenario7.csv,30.212891,pedestrian_movement_onset,0.040833,0.040833,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:0.975;acceleration:0.737;crossing:21.564;deceleration:5.576;post_motion:1.361,5.922575999999998,4.0,4.833497000000002,1.0,2.0367130000000024,4.0,5.049621999999999,0.8062289999999994,3.0,2.0,21.911239603445445,1939.7643566801933,0.8584518233574087,1.1166213313210838,0.1308701924307378,0.1229140778895878,0.1960281126357619,5.06321396764289,0.0005069167588481,0.0833446220800222,0.0089251019290548,head_check -> low_motion -> head_check -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> possible_yielding -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> low_motion,success,
4,12,PedNYC4_scenario12,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc4\scenario12\decoded_clean_PedNYC4_scenario12.csv,25.36322,pedestrian_movement_onset,10.530273,10.530273,4.0,low_motion -> acceleration -> crossing -> deceleration,low_motion:0.656;acceleration:13.714;crossing:8.671;deceleration:2.321,11.67102,4.0,5.227357000000001,2.0,2.52478,5.0,8.364562,1.2920540000000005,3.0,1.0,18.634459424800696,251.66747565048524,0.1823560492715834,1.4235574234332606,0.0995195570657334,0.0811251103942115,0.4601552957392634,13.72976645309537,6.363228012745121,-0.1837377766080059,0.1470527461419016,head_check -> low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> deceleration -> crossing_commitment -> deceleration -> low_motion,success,
4,15,PedNYC4_scenario15,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc4\scenario15\decoded_clean_PedNYC4_scenario15.csv,42.365845,pedestrian_movement_onset,10.267029,10.267029,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:0.108;acceleration:0.672;crossing:19.397;deceleration:3.199;post_motion:18.990,19.191406,5.0,6.892700000000004,3.0,3.513487999999996,3.0,17.800720000000005,7.565734999999999,2.0,0.0,10.7123844190023,131.41929262143444,0.2546106348231518,1.2898142628402047,0.0716210672256628,0.0619446286477814,0.4529924046127252,3.510495752818572,2.070699312152501,0.9555621777996804,0.0566503900822203,acceleration -> possible_hesitation -> low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> acceleration -> crossing_commitment -> deceleration -> low_motion -> possible_yielding -> low_motion -> acceleration -> crossing_commitment -> deceleration -> crossing_commitment,success,
4,16,PedNYC4_scenario16,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc4\scenario16\decoded_clean_PedNYC4_scenario16.csv,26.846191,pedestrian_movement_onset,12.437256,12.437256,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:0.204;acceleration:1.211;crossing:13.701;deceleration:6.639;post_motion:5.092,12.987303000000002,3.0,4.722656000000002,1.0,2.114014000000001,6.0,10.070801,1.125244,4.0,0.0,18.708253511452234,335.5738664198884,0.1447476199709699,0.9890894296498604,0.094283021321877,0.0905096536543073,0.4837670640129172,6.595568746246471,6.016584425257232,0.5894504051990672,0.0671500265248378,low_motion -> possible_hesitation -> acceleration -> low_motion -> acceleration -> crossing_commitment -> possible_yielding -> acceleration -> crossing_commitment -> deceleration -> low_motion,success,
4,21,PedNYC4_scenario21,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc4\scenario21\decoded_clean_PedNYC4_scenario21.csv,48.844727,pedestrian_movement_onset,12.880127,12.880127,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:0.905;acceleration:0.567;crossing:25.333;deceleration:8.100;post_motion:13.940,25.005616000000003,8.0,9.871581999999997,1.0,0.920653999999999,7.0,23.268312,3.320801000000001,5.0,0.0,12.26892824932305,369.39407815530507,0.1424309161483301,1.270733386293348,0.083314673880946,0.0656694735437108,0.5119409511696115,6.8648448758619685,3.110821511808299,1.396159765479081,0.0162745960556952,low_motion -> acceleration -> low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> deceleration -> crossing_commitment -> acceleration -> crossing_commitment -> possible_yielding -> crossing_commitment -> acceleration -> crossing_commitment -> possible_yielding -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> possible_yielding -> low_motion,success,
5,3,PedNYC5_scenario3,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc5\scenario3\decoded_clean_PedNYC5_scenario3.csv,38.812988,pedestrian_movement_onset,5.0448,5.0448,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:0.255;acceleration:0.565;crossing:18.960;deceleration:17.601;post_motion:1.432,8.520384999999996,10.0,11.997559000000004,4.0,3.9708270000000008,5.0,6.749389999999998,1.1729739999999995,3.0,0.0,16.880166051496815,784.8435919759114,0.6288816878057717,1.2675685910874326,0.152148184885333,0.1246172261848268,0.2195240675621262,3.119280601478684,4.041526312390749,1.6443410527237674,-0.0221352812042498,low_motion -> acceleration -> low_motion -> acceleration -> low_motion -> acceleration -> crossing_commitment -> deceleration -> low_motion -> acceleration -> crossing_commitment -> possible_yielding -> deceleration -> crossing_commitment -> low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> low_motion,success,
5,7,PedNYC5_scenario7,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc5\scenario7\decoded_clean_PedNYC5_scenario7.csv,31.193176,pedestrian_movement_onset,7.598633,7.598633,4.0,low_motion -> acceleration -> crossing -> deceleration,low_motion:2.703;acceleration:14.817;crossing:12.835;deceleration:0.839,6.5733640000000015,7.0,9.027709999999994,4.0,4.671508000000001,4.0,4.175171000000001,0.6260375000000006,3.0,0.0,15.417236120967114,238.2907862129032,0.7432029209575173,1.3417873917052157,0.165520342750128,0.1451848912194168,0.2107308342055326,9.257323931493437,12.691078976829298,0.1723860126355156,0.0036262878975629,low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> low_motion,success,
5,12,PedNYC5_scenario12,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc5\scenario12\decoded_clean_PedNYC5_scenario12.csv,26.340088,pedestrian_movement_onset,11.874146,11.874146,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:0.832;acceleration:0.436;crossing:18.533;deceleration:2.603;post_motion:3.936,15.128418000000002,3.0,3.712037000000001,1.0,1.5666510000000002,4.0,13.616211000000002,2.405029500000001,2.0,1.0,11.506918663154346,554.2506390383388,0.096097721686097,1.0810712299492842,0.0614536328718349,0.0371905589955239,0.5743495617782295,15.834000957674728,7.8415259847840115,-0.7886043549031136,0.0818572324871477,low_motion -> head_check -> low_motion -> possible_hesitation -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> low_motion,success,
